,detect_boxes_values,detect_name_tag_count
0,-,0
1,-,0
2,-,0
3,-,0
4,-,0
5,-,0
6,-,0
7,-,0
8,-,0
9,-,0
10,-,0
11,-,0
12,-,0
13,-,0
14,-,0
15,-,0
16,-,0
17,-,0
18,-,0
19,-,0
20,-,0
21,-,0
22,-,0
23,-,0
24,-,0
25,-,0
26,-,0
27,-,0
28,-,0
29,-,0
30,-,0
31,-,0
32,-,0
33,-,0
34,-,0
35,-,0
36,-,0
37,-,0
38,-,0
39,-,0
40,-,0
41,-,0
42,-,0
43,-,0
44,-,0
45,-,0
46,-,0
47,-,0
48,-,0
49,-,0
50,-,0
51,-,0
52,-,0
53,-,0
54,-,0
55,-,0
56,-,0
57,-,0
58,-,0
59,-,0
60,-,0
61,-,0
62,-,0
63,-,0
64,-,0
65,-,0
66,-,0
67,-,0
68,-,0
69,-,0
70,-,0
71,-,0
72,-,0
73,-,0
74,-,0
75,-,0
76,-,0
77,-,0
78,-,0
79,-,0
80,-,0
81,-,0
82,-,0
83,-,0
84,-,0
85,-,0
86,-,0
87,-,0
88,-,0
89,-,0
90,-,0
91,-,0
92,-,0
93,-,0
94,-,0
95,-,0
96,-,0
97,-,0
98,-,0
99,-,0
100,-,0
101,-,0
102,-,0
103,-,0
104,-,0
105,-,0
106,-,0
107,-,0
108,-,0
109,-,0
110,-,0
111,-,0
112,-,0
113,-,0
114,-,0
115,-,0
116,-,0
117,-,0
118,-,0
119,-,0
120,-,0
121,-,0
122,-,0
123,-,0
124,-,0
125,-,0
126,-,0
127,-,0
128,-,0
129,-,0
130,-,0
131,-,0
132,-,0
133,-,0
134,-,0
135,-,0
136,-,0
137,-,0
138,-,0
139,-,0
140,-,0
141,-,0
142,-,0
143,-,0
144,-,0
145,-,0
146,-,0
147,-,0
148,-,0
149,-,0
150,-,0
151,-,0
152,-,0
153,-,0
154,-,0
155,-,0
156,-,0
157,-,0
158,-,0
159,-,0
160,-,0
161,-,0
162,-,0
163,-,0
164,-,0
165,-,0
166,-,0
167,-,0
168,-,0
169,-,0
170,-,0
171,-,0
172,-,0
173,-,0
174,-,0
175,-,0
176,-,0
177,-,0
178,-,0
179,-,0
180,-,0
181,-,0
182,-,0
183,-,0
184,-,0
185,-,0
186,-,0
187,-,0
188,-,0
189,-,0
190,-,0
191,-,0
192,-,0
193,-,0
194,-,0
195,-,0
196,-,0
197,-,0
198,-,0
199,-,0
200,-,0
201,-,0
202,-,0
203,-,0
204,-,0
205,-,0
206,-,0
207,-,0
208,-,0
209,-,0
210,-,0
211,-,0
212,-,0
213,-,0
214,-,0
215,-,0
216,-,0
217,-,0
218,-,0
219,-,0
220,-,0
221,-,0
222,-,0
223,-,0
224,-,0
225,-,0
226,-,0
227,-,0
228,-,0
229,-,0
230,-,0
231,-,0
232,-,0
233,-,0
234,-,0
235,-,0
236,-,0
237,-,0
238,-,0
239,-,0
240,-,0
241,-,0
242,-,0
243,-,0
244,-,0
245,-,0
246,-,0
247,-,0
248,-,0
249,-,0
250,-,0
251,-,0
252,-,0
253,-,0
254,-,0
255,-,0
256,-,0
257,-,0
258,-,0
259,-,0
260,-,0
261,-,0
262,-,0
263,-,0
264,-,0
265,-,0
266,-,0
267,-,0
268,-,0
269,-,0
270,-,0
271,-,0
272,-,0
273,-,0
274,-,0
275,-,0
276,-,0
277,-,0
278,-,0
279,-,0
280,-,0
281,-,0
282,-,0
283,-,0
284,-,0
285,-,0
286,-,0
287,-,0
288,-,0
289,-,0
290,-,0
291,-,0
292,-,0
293,-,0
294,-,0
295,-,0
296,-,0
297,-,0
298,-,0
299,-,0
300,-,0
301,-,0
302,-,0
303,-,0
304,-,0
305,-,0
306,-,0
307,-,0
308,-,0
309,-,0
310,-,0
311,-,0
312,-,0
313,-,0
314,-,0
315,-,0
316,-,0
317,-,0
318,-,0
319,[[       98.5       461.5           7          13]],1
320,[[        106         475           6          12]],1
321,-,0
322,[[        106       482.5           6          11]],1
323,-,0
324,-,0
325,-,0
326,-,0
327,-,0
328,-,0
329,-,0
330,-,0
331,-,0
332,-,0
333,-,0
334,-,0
335,[[      162.5         559           7          12]],1
336,[[      174.5       564.5           7          13]],1
337,[[        189         569           8          16]],1
338,[[      202.5         575           9          16]],1
339,[[      222.5         586          11          18]],1
340,[[      239.5       591.5          11          17]],1
341,[[      259.5       590.5          13          17]],1
342,[[      281.5         590          13          18]],1
343,[[        293       590.5          12          19]],1
344,[[        313       589.5          14          19]],1
345,[[      340.5         592          13          18]],1
346,[[      371.5         597          11          18]],1
347,[[        392         596          10          16]],1
348,[[        421       588.5           8          15]],1
349,-,0
350,-,0
351,-,0
352,-,0
353,-,0
354,-,0
355,-,0
356,-,0
357,-,0
358,-,0
359,-,0
360,-,0
361,-,0
362,-,0
363,-,0
364,-,0
365,-,0
366,-,0
367,-,0
368,-,0
369,-,0
370,-,0
371,-,0
372,-,0
373,-,0
374,-,0
375,-,0
376,[[        513        42.5          18          15]],1
377,[[        519        42.5          18          13]],1
378,[[      523.5        45.5          19          11]],1
379,[[        529          50          18          12]],1
380,[[      533.5        57.5          17          11]],1
381,[[      540.5        67.5          17          11]],1
382,[[      543.5        74.5          17          11]],1
383,[[      546.5          90          17          12]],1
384,[[        549       102.5          16          11]],1
385,[[      549.5       121.5          15          11]],1
386,[[      550.5         136          15          10]],1
387,-,0
388,-,0
389,[[        577       216.5          22          11]],1
390,-,0
391,-,0
392,-,0
393,-,0
394,-,0
395,-,0
396,-,0
397,-,0
398,-,0
399,-,0
400,-,0
401,-,0
402,-,0
403,-,0
404,-,0
405,-,0
406,-,0
407,-,0
408,-,0
409,-,0
410,-,0
411,-,0
412,-,0
413,-,0
414,-,0
415,-,0
416,-,0
417,-,0
418,-,0
419,-,0
420,-,0
421,-,0
422,-,0
423,[[      517.5         717          15           6]],1
424,[[        514         708          16          10]],1
425,[[      512.5         700          19          10]],1
426,[[        513         689          20          10]],1
427,[[      513.5       681.5          19          11]],1
428,[[      516.5       667.5          21          11]],1
429,[[      518.5       654.5          21          11]],1
430,[[      524.5         630          23          12]],1
431,[[      530.5         615          23          12]],1
432,[[        536       594.5          24          11]],1
433,[[        541         578          22          10]],1
434,[[      555.5         550          21          10]],1
435,[[      567.5         522          21          10]],1
436,[[        573       493.5          22          11]],1
437,[[        573       469.5          20           9]],1
438,-,0
439,-,0
440,-,0
441,-,0
442,-,0
443,-,0
444,-,0
445,-,0
446,-,0
447,-,0
448,-,0
449,-,0
450,-,0
451,-,0
452,-,0
453,-,0
454,-,0
455,-,0
456,-,0
457,-,0
458,[[      437.5        56.5          15           9]],1
459,[[      438.5        54.5          15           9]],1
460,[[        445        52.5          18           9]],1
461,[[        452        51.5          18           9]],1
462,[[        468        52.5          18           9]],1
463,[[        487        55.5          16           9]],1
464,[[        502        57.5          16           9]],1
465,[[        511        65.5          16           9]],1
466,[[        515          73          14           8]],1
467,[[        522        87.5          16           9]],1
468,[[        525        98.5          16           9]],1
469,[[        526       111.5          16           9]],1
470,[[      532.5       128.5          17           9]],1
471,[[      538.5         145          17          10]],1
472,[[      550.5       171.5          17          11]],1
473,[[      559.5         196          17          10]],1
474,-,0
475,-,0
476,-,0
477,-,0
478,-,0
479,-,0
480,-,0
481,-,0
482,-,0
483,-,0
484,-,0
485,-,0
486,-,0
487,-,0
488,-,0
489,-,0
490,-,0
491,-,0
492,-,0
493,-,0
494,-,0
495,-,0
496,-,0
497,-,0
498,-,0
499,-,0
500,-,0
501,[[      499.5         716          11           8]],1
502,[[        501         705          14           8]],1
503,[[        502       698.5          16           9]],1
504,[[      505.5       684.5          17           9]],1
505,[[      508.5         667          19          10]],1
506,[[        514         652          20          10]],1
507,[[        520         632          22          10]],1
508,[[      532.5         608          19          10]],1
509,[[      540.5         592          21          10]],1
510,[[      546.5         576          21          10]],1
511,[[        553         547          22          10]],1
512,[[      556.5       523.5          21          11]],1
513,[[        558         498          22          10]],1
514,[[      560.5         466          19          10]],1
515,[[      557.5       445.5          13           9]],1
516,-,0
517,-,0
518,-,0
519,-,0
520,-,0
521,-,0
522,-,0
523,-,0
524,-,0
525,-,0
526,-,0
527,-,0
528,-,0
529,-,0
530,-,0
531,-,0
532,-,0
533,-,0
534,-,0
535,-,0
536,-,0
537,-,0
538,-,0
539,-,0
540,[[      685.5        75.5           7           9]],1
541,-,0
542,-,0
543,[[        694        72.5           6          13]],1
544,[[      691.5        74.5           7          13]],1
545,[[      681.5          77           7          14]],1
546,[[      673.5        77.5           7          13]],1
547,[[      667.5          77           7          12]],1
548,[[        654          76           8          12]],1
549,[[        637        74.5          10          13]],1
550,[[      626.5          73           9          14]],1
551,[[        612        74.5          10          15]],1
552,[[      597.5          80          11          16]],1
553,[[        583          90          10          14]],1
554,[[        576        95.5          14          17]],1
555,[[      569.5       107.5          15          15]],1
556,[[        565       123.5          18          13]],1
557,[[        560         136          18          12]],1
558,[[        556       156.5          16          11]],1
559,[[        554       177.5          14           9]],1
560,-,0
561,-,0
562,-,0
563,-,0
564,-,0
565,-,0
566,-,0
567,-,0
568,-,0
569,-,0
570,-,0
571,-,0
572,-,0
573,-,0
574,-,0
575,-,0
576,-,0
577,-,0
578,-,0
579,-,0
580,-,0
581,-,0
582,-,0
583,-,0
584,-,0
585,-,0
586,-,0
587,-,0
588,-,0
589,-,0
590,-,0
591,-,0
592,-,0
593,-,0
594,-,0
595,-,0
596,-,0
597,-,0
598,-,0
599,-,0
600,-,0
601,-,0
602,-,0
603,-,0
604,-,0
605,-,0
606,-,0
607,-,0
608,-,0
609,-,0
610,-,0
611,-,0
612,-,0
613,-,0
614,-,0
615,-,0
616,-,0
617,-,0
618,-,0
619,-,0
620,-,0
621,-,0
622,-,0
623,-,0
624,-,0
625,-,0
626,-,0
627,-,0
628,-,0
629,-,0
630,-,0
631,-,0
632,-,0
633,-,0
634,-,0
635,-,0
636,-,0
637,-,0
638,-,0
639,[[      454.5         617           7          12]],1
640,-,0
641,-,0
642,-,0
643,-,0
644,-,0
645,-,0
646,-,0
647,-,0
648,-,0
649,-,0
650,-,0
651,-,0
652,-,0
653,-,0
654,-,0
655,-,0
656,-,0
657,-,0
658,-,0
659,-,0
660,-,0
661,-,0
662,-,0
663,-,0
664,-,0
665,-,0
666,-,0
667,-,0
668,-,0
669,-,0
670,-,0
671,-,0
672,-,0
673,-,0
674,-,0
675,-,0
676,-,0
677,-,0
678,-,0
679,-,0
680,-,0
681,-,0
682,-,0
683,-,0
684,-,0
685,-,0
686,-,0
687,-,0
688,-,0
689,-,0
690,-,0
691,-,0
692,-,0
693,-,0
694,-,0
695,-,0
696,-,0
697,-,0
698,-,0
699,-,0
700,-,0
701,-,0
702,-,0
703,-,0
704,-,0
705,-,0
706,-,0
707,-,0
708,-,0
709,-,0
710,-,0
711,-,0
712,-,0
713,-,0
714,-,0
715,-,0
716,-,0
717,-,0
718,-,0
719,-,0
720,-,0
721,-,0
722,-,0
723,-,0
724,-,0
725,-,0
726,-,0
727,-,0
728,-,0
729,-,0
730,-,0
731,-,0
732,-,0
733,-,0
734,-,0
735,-,0
736,-,0
737,-,0
738,-,0
739,-,0
740,-,0
741,-,0
742,-,0
743,-,0
744,-,0
745,-,0
746,-,0
747,-,0
748,-,0
749,-,0
750,-,0
751,-,0
752,-,0
753,-,0
754,-,0
755,-,0
756,-,0
757,-,0
758,-,0
759,-,0
760,-,0
761,-,0
762,-,0
763,-,0
764,-,0
765,-,0
766,-,0
767,-,0
768,-,0
769,-,0
770,-,0
771,-,0
772,-,0
773,-,0
774,-,0
775,-,0
776,-,0
777,-,0
778,-,0
779,-,0
780,-,0
781,-,0
782,-,0
783,-,0
784,-,0
785,-,0
786,-,0
787,-,0
788,-,0
789,-,0
790,-,0
791,-,0
792,-,0
793,-,0
794,-,0
795,-,0
796,-,0
797,-,0
798,-,0
799,-,0
800,[[      530.5       675.5           9           7]],1
801,-,0
802,-,0
803,-,0
804,-,0
805,-,0
806,[[        486         716           8           6]],1
807,[[        488         713          12           8]],1
808,[[        490       706.5          14           9]],1
809,[[        496       698.5          16           9]],1
810,[[      501.5         690          17          10]],1
811,[[        506       677.5          18          11]],1
812,[[        507       660.5          18          11]],1
813,[[      506.5       644.5          19          11]],1
814,[[        508         626          20          12]],1
815,[[        512       609.5          20          11]],1
816,[[      524.5       581.5          21          13]],1
817,[[      534.5       563.5          21          13]],1
818,[[      546.5       533.5          21          13]],1
819,[[      551.5       509.5          21          13]],1
820,[[        556         467          22          14]],1
821,[[      561.5         428          21          14]],1
822,-,0
823,-,0
824,-,0
825,-,0
826,-,0
827,-,0
828,-,0
829,-,0
830,-,0
831,-,0
832,-,0
833,-,0
834,-,0
835,-,0
836,-,0
837,-,0
838,-,0
839,-,0
840,-,0
841,-,0
842,-,0
843,-,0
844,[[      723.5          94          11          10]],1
845,[[        717          96          14          14]],1
846,[[      704.5          93          15          16]],1
847,[[        696          89          16          16]],1
848,[[      682.5        86.5          15          17]],1
849,[[      670.5        85.5          15          17]],1
850,[[      661.5          87          15          18]],1
851,[[      649.5          90          15          18]],1
852,[[      641.5          91          15          18]],1
853,[[        630        96.5          18          19]],1
854,[[      617.5         101          21          20]],1
855,[[      598.5         105          23          20]],1
856,[[        589       109.5          24          19]],1
857,[[      579.5       124.5          25          19]],1
858,[[        573       143.5          24          17]],1
859,"[[        571         156          24          18]
 [        555          99          18          20]]",2
860,[[      569.5       176.5          23          17]],1
861,[[        567         202          22          14]],1
862,[[        565         222          20          14]],1
863,[[        568       250.5          20          13]],1
864,-,0
865,-,0
866,-,0
867,-,0
868,-,0
869,-,0
870,-,0
871,-,0
872,-,0
873,-,0
874,-,0
875,-,0
876,-,0
877,-,0
878,-,0
879,-,0
880,-,0
881,-,0
882,-,0
883,-,0
884,-,0
885,-,0
886,-,0
887,-,0
888,[[        476         717          10           6]],1
889,[[        474         716          12           8]],1
890,[[      475.5       709.5          15           9]],1
891,[[        479       704.5          16           9]],1
892,[[      487.5       696.5          17           9]],1
893,[[      493.5         692          17          10]],1
894,[[      499.5         682          17          10]],1
895,[[        503       672.5          18           9]],1
896,[[        505       654.5          18          11]],1
897,[[      505.5       645.5          19          11]],1
898,[[      506.5         630          19          12]],1
899,[[      506.5       616.5          19          11]],1
900,[[      506.5         600          19          12]],1
901,[[        508       576.5          20          13]],1
902,[[        510       559.5          20          13]],1
903,[[      514.5       529.5          21          15]],1
904,[[      518.5         507          21          14]],1
905,[[        523         482          22          14]],1
906,[[        535       445.5          22          17]],1
907,[[        544         410          24          18]],1
908,-,0
909,-,0
910,-,0
911,-,0
912,-,0
913,-,0
914,-,0
915,-,0
916,-,0
917,-,0
918,-,0
919,-,0
920,-,0
921,-,0
922,-,0
923,-,0
924,-,0
925,[[        431          63          16          12]],1
926,[[        435        59.5          18          11]],1
927,[[        440          57          18          10]],1
928,[[        451          56          16          10]],1
929,[[        469        56.5          18           9]],1
930,[[        483        55.5          16           9]],1
931,[[      496.5          57          15          10]],1
932,[[        507        64.5          14           9]],1
933,[[        513        72.5          14           9]],1
934,[[        519          82          14          10]],1
935,[[        528          95          16          12]],1
936,[[      531.5       105.5          17          11]],1
937,[[        539       124.5          18          13]],1
938,[[      548.5       148.5          19          13]],1
939,[[        560         171          20          14]],1
940,[[      566.5       196.5          21          15]],1
941,[[      570.5       227.5          19          13]],1
942,[[      573.5         251          19          12]],1
943,[[        575         285          18          10]],1
944,-,0
945,-,0
946,-,0
947,-,0
948,-,0
949,-,0
950,-,0
951,-,0
952,-,0
953,-,0
954,-,0
955,-,0
956,-,0
957,-,0
958,-,0
959,-,0
960,-,0
961,-,0
962,-,0
963,-,0
964,-,0
965,-,0
966,-,0
967,[[        492         715          12          10]],1
968,[[      491.5       707.5          17          11]],1
969,[[      490.5         700          17          10]],1
970,[[        488       691.5          16           9]],1
971,[[      485.5       680.5          17           9]],1
972,[[      486.5       670.5          17          11]],1
973,[[      488.5         662          17          12]],1
974,[[      491.5       652.5          19          11]],1
975,[[        498       634.5          20          13]],1
976,[[      502.5         623          21          14]],1
977,[[      510.5         607          21          14]],1
978,[[        518         588          22          16]],1
979,[[        523         570          22          16]],1
980,[[        533       539.5          22          15]],1
981,[[      540.5         521          23          16]],1
982,[[        549         492          24          18]],1
983,[[        555       470.5          24          17]],1
984,[[      569.5       437.5          21          13]],1
985,[[        579         408          20          12]],1
986,-,0
987,-,0
988,-,0
989,-,0
990,-,0
991,-,0
992,-,0
993,-,0
994,-,0
995,-,0
996,-,0
997,-,0
998,-,0
999,-,0
1000,-,0
1001,-,0
1002,-,0
1003,-,0
1004,-,0
1005,-,0
1006,-,0
1007,-,0
1008,-,0
1009,-,0
1010,-,0
1011,[[      523.5        29.5          15          13]],1
1012,[[      532.5          34          17          12]],1
1013,[[      537.5        39.5          17          13]],1
1014,[[        541        45.5          18          13]],1
1015,[[        547        52.5          20          15]],1
1016,[[        551        55.5          18          15]],1
1017,[[        555        60.5          18          13]],1
1018,[[        557          70          18          12]],1
1019,[[        556          78          18          12]],1
1020,[[        554        90.5          18          13]],1
1021,[[        552        98.5          18          13]],1
1022,[[        552       113.5          20          15]],1
1023,[[        553       126.5          20          15]],1
1024,[[      560.5         150          23          16]],1
1025,[[        567         164          24          16]],1
1026,[[      575.5         184          23          16]],1
1027,[[        578       209.5          18          11]],1
1028,[[        580       230.5          18          13]],1
1029,-,0
1030,-,0
1031,-,0
1032,-,0
1033,-,0
1034,-,0
1035,-,0
1036,-,0
1037,-,0
1038,-,0
1039,-,0
1040,-,0
1041,-,0
1042,-,0
1043,-,0
1044,-,0
1045,-,0
1046,-,0
1047,-,0
1048,-,0
1049,-,0
1050,-,0
1051,-,0
1052,-,0
1053,-,0
1054,-,0
1055,-,0
1056,-,0
1057,[[      507.5       705.5          17          13]],1
1058,[[        509       699.5          18          13]],1
1059,[[        507       688.5          20          15]],1
1060,[[      503.5       679.5          21          15]],1
1061,[[        501       668.5          22          15]],1
1062,[[      501.5       655.5          23          17]],1
1063,[[      504.5       637.5          23          17]],1
1064,[[        509       622.5          24          17]],1
1065,[[      516.5         605          25          18]],1
1066,[[      521.5       591.5          25          19]],1
1067,[[      527.5       565.5          25          21]],1
1068,[[      533.5       532.5          25          21]],1
1069,[[      541.5         500          25          24]],1
1070,[[      545.5         479          27          22]],1
1071,[[        551       445.5          24          19]],1
1072,[[      556.5       420.5          25          19]],1
1073,[[      566.5       385.5          25          19]],1
1074,[[        571       364.5          26          19]],1
1075,-,0
1076,-,0
1077,-,0
1078,-,0
1079,-,0
1080,-,0
1081,-,0
1082,-,0
1083,-,0
1084,-,0
1085,-,0
1086,-,0
1087,-,0
1088,-,0
1089,-,0
1090,-,0
1091,-,0
1092,-,0
1093,-,0
1094,-,0
1095,-,0
1096,-,0
1097,-,0
1098,-,0
1099,-,0
1100,-,0
1101,[[      690.5          70           7          14]],1
1102,[[      690.5          73           9          16]],1
1103,[[      688.5          79          11          18]],1
1104,[[        689          85          12          20]],1
1105,"[[      690.5          89          15          20]
 [      653.5       127.5          13          17]]",2
1106,[[        689        91.5          16          21]],1
1107,[[      680.5        93.5          17          19]],1
1108,[[        667        93.5          18          19]],1
1109,[[        658          93          18          20]],1
1110,[[        651          93          18          20]],1
1111,[[      637.5          95          21          20]],1
1112,[[      622.5         103          21          20]],1
1113,[[        608         111          22          22]],1
1114,[[      601.5       118.5          21          23]],1
1115,[[        594       129.5          24          23]],1
1116,[[      586.5         144          25          20]],1
1117,[[        579         154          24          20]],1
1118,[[      574.5         169          25          18]],1
1119,[[        572         189          28          20]],1
1120,[[        571         207          28          20]],1
1121,[[        574         230          26          18]],1
1122,[[      581.5       259.5          23          15]],1
1123,[[        584         278          20          12]],1
1124,-,0
1125,-,0
1126,-,0
1127,-,0
1128,-,0
1129,-,0
1130,-,0
1131,-,0
1132,-,0
1133,-,0
1134,-,0
1135,-,0
1136,-,0
1137,-,0
1138,-,0
1139,-,0
1140,-,0
1141,-,0
1142,-,0
1143,-,0
1144,-,0
1145,-,0
1146,-,0
1147,-,0
1148,-,0
1149,-,0
1150,-,0
1151,[[      507.5       715.5          15           9]],1
1152,[[      507.5       711.5          17          13]],1
1153,[[        510         705          20          14]],1
1154,[[      510.5       697.5          21          15]],1
1155,[[      508.5         691          21          14]],1
1156,[[        502         680          22          16]],1
1157,[[      498.5       670.5          21          15]],1
1158,[[      498.5       663.5          21          15]],1
1159,[[        502       649.5          24          17]],1
1160,[[      507.5         639          25          18]],1
1161,[[        518       623.5          26          19]],1
1162,[[      525.5         607          25          18]],1
1163,[[      529.5         595          25          18]],1
1164,[[      532.5       568.5          23          19]],1
1165,[[        534         539          24          20]],1
1166,[[      538.5       510.5          25          21]],1
1167,[[        542       489.5          26          21]],1
1168,[[        544       469.5          24          19]],1
1169,[[        553       434.5          24          15]],1
1170,[[        560         413          20          14]],1
1171,[[      563.5       383.5          21          13]],1
1172,-,0
1173,-,0
1174,-,0
1175,-,0
1176,-,0
1177,-,0
1178,-,0
1179,-,0
1180,-,0
1181,-,0
1182,-,0
1183,-,0
1184,-,0
1185,-,0
1186,-,0
1187,-,0
1188,-,0
1189,-,0
1190,-,0
1191,-,0
1192,-,0
1193,-,0
1194,-,0
1195,-,0
1196,[[      526.5          40          19          16]],1
1197,[[      533.5          44          21          16]],1
1198,[[      544.5          53          23          16]],1
1199,"[[        552          60          22          16]
 [      706.5         144           9          12]]",2
1200,[[      553.5          66          23          16]],1
1201,[[        553          79          20          16]],1
1202,[[        552        89.5          22          17]],1
1203,[[      549.5       102.5          23          17]],1
1204,[[      549.5       112.5          25          17]],1
1205,[[      552.5         132          25          18]],1
1206,[[        558         156          22          16]],1
1207,[[      565.5       173.5          25          17]],1
1208,[[      572.5       198.5          25          17]],1
1209,[[      574.5       216.5          23          15]],1
1210,[[      579.5         251          13          12]],1
1211,-,0
1212,-,0
1213,-,0
1214,-,0
1215,-,0
1216,-,0
1217,-,0
1218,-,0
1219,-,0
1220,-,0
1221,-,0
1222,-,0
1223,-,0
1224,-,0
1225,-,0
1226,-,0
1227,-,0
1228,-,0
1229,-,0
1230,-,0
1231,-,0
1232,-,0
1233,-,0
1234,-,0
1235,[[      493.5       705.5          13           9]],1
1236,[[        495       703.5          14           9]],1
1237,[[      498.5         697          11          10]],1
1238,[[      502.5         692          15          12]],1
1239,[[      503.5       684.5          13          11]],1
1240,[[      501.5       678.5          13          11]],1
1241,[[      493.5       665.5          13           9]],1
1242,[[      485.5       658.5          11           9]],1
1243,[[      477.5       649.5          13           9]],1
1244,-,0
1245,-,0
1246,-,0
1247,-,0
1248,-,0
1249,-,0
1250,-,0
1251,-,0
1252,-,0
1253,-,0
1254,-,0
1255,-,0
1256,-,0
1257,-,0
1258,-,0
1259,-,0
1260,-,0
1261,-,0
1262,-,0
1263,-,0
1264,-,0
1265,-,0
1266,-,0
1267,-,0
1268,-,0
1269,-,0
1270,-,0
1271,-,0
1272,-,0
1273,-,0
1274,-,0
1275,-,0
1276,-,0
1277,-,0
1278,-,0
1279,-,0
1280,-,0
1281,-,0
1282,-,0
1283,-,0
1284,-,0
1285,-,0
1286,-,0
1287,-,0
1288,-,0
1289,-,0
1290,-,0
1291,-,0
1292,-,0
1293,-,0
1294,-,0
1295,-,0
1296,-,0
1297,-,0
1298,-,0
1299,-,0
1300,-,0
1301,-,0
1302,-,0
1303,-,0
1304,-,0
1305,-,0
1306,-,0
1307,-,0
1308,-,0
1309,-,0
1310,-,0
1311,-,0
1312,-,0
1313,-,0
1314,-,0
1315,-,0
1316,-,0
1317,-,0
1318,-,0
1319,-,0
1320,-,0
1321,-,0
1322,-,0
1323,-,0
1324,-,0
1325,-,0
1326,-,0
1327,-,0
1328,-,0
1329,-,0
1330,-,0
1331,-,0
1332,-,0
1333,-,0
1334,-,0
1335,-,0
1336,-,0
1337,-,0
1338,-,0
1339,-,0
1340,-,0
